Specimen,Taxon,ID-Type,ExternalCode,Source
JHU-007670,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007671,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007672,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007673,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007674,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007675,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007676,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007677,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007678,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007679,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007680,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007681,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007682,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007683,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007684,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007685,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007686,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007687,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007688,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007689,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007690,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007691,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007692,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007693,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007694,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007695,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007696,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007697,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007698,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007699,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007700,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007701,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007702,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007703,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007704,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007705,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007706,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007707,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007708,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007709,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007710,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007711,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007712,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007713,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007714,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007715,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007716,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007717,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007718,anopheles funestus_sl,Human,NMNH,WILD_CAUGHT
JHU-007719,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-007721,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007722,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-007724,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007725,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007726,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007727,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007728,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007729,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007730,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007731,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007732,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007733,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007734,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007735,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007736,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007737,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007738,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007739,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007740,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007741,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007742,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007743,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007744,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007745,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007746,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007747,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007748,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007749,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007750,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007751,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007752,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007753,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007754,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007755,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007756,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007757,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007758,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007759,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007760,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007761,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007762,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007763,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007764,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007765,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007766,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007767,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007768,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007769,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007770,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007771,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007772,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007773,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007774,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007775,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007776,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007777,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007778,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007779,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007780,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007781,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007782,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007783,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007784,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007785,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007786,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007787,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007788,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007789,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007790,anopheles gambiae_sl,Human,NMNH,WILD_CAUGHT
JHU-007791,anopheles barbirostris_sl,Human,NDU,WILD_CAUGHT
JHU-007792,anopheles barbirostris_sl,Human,NDU,WILD_CAUGHT
JHU-007793,anopheles barbirostris_sl,Human,NDU,WILD_CAUGHT
JHU-007794,anopheles barbirostris_sl,Human,NDU,WILD_CAUGHT
JHU-007795,anopheles barbirostris_sl,Human,NDU,WILD_CAUGHT
JHU-007796,anopheles barbirostris_sl,Human,NDU,WILD_CAUGHT
JHU-007797,anopheles barbirostris_sl,Human,NDU,WILD_CAUGHT
JHU-007798,anopheles barbirostris_sl,Human,NDU,WILD_CAUGHT
JHU-007799,anopheles barbirostris_sl,Human,NDU,WILD_CAUGHT
JHU-007800,anopheles barbirostris_sl,Human,NDU,WILD_CAUGHT
JHU-007801,anopheles culicifacis_sl,Human,NDU,WILD_CAUGHT
JHU-007802,anopheles culicifacis_sl,Human,NDU,WILD_CAUGHT
JHU-007803,anopheles culicifacis_sl,Human,NDU,WILD_CAUGHT
JHU-007804,anopheles culicifacis_sl,Human,NDU,WILD_CAUGHT
JHU-007805,anopheles jamesii_sl,Human,NDU,WILD_CAUGHT
JHU-007806,anopheles jamesii_sl,Human,NDU,WILD_CAUGHT
JHU-007807,anopheles jamesii_sl,Human,NDU,WILD_CAUGHT
JHU-007808,anopheles jamesii_sl,Human,NDU,WILD_CAUGHT
JHU-007809,anopheles jamesii_sl,Human,NDU,WILD_CAUGHT
JHU-007810,anopheles jamesii_sl,Human,NDU,WILD_CAUGHT
JHU-007811,anopheles jamesii_sl,Human,NDU,WILD_CAUGHT
JHU-007812,anopheles jamesii_sl,Human,NDU,WILD_CAUGHT
JHU-007813,anopheles jamesii_sl,Human,NDU,WILD_CAUGHT
JHU-007814,anopheles jamesii_sl,Human,NDU,WILD_CAUGHT
JHU-007815,anopheles jeyporiensis,Human,NDU,WILD_CAUGHT
JHU-007816,anopheles jeyporiensis,Human,NDU,WILD_CAUGHT
JHU-007817,anopheles jeyporiensis,Human,NDU,WILD_CAUGHT
JHU-007818,anopheles jeyporiensis,Human,NDU,WILD_CAUGHT
JHU-007819,anopheles jeyporiensis,Human,NDU,WILD_CAUGHT
JHU-007820,anopheles jeyporiensis,Human,NDU,WILD_CAUGHT
JHU-007821,anopheles jeyporiensis,Human,NDU,WILD_CAUGHT
JHU-007822,anopheles jeyporiensis,Human,NDU,WILD_CAUGHT
JHU-007823,anopheles jeyporiensis,Human,NDU,WILD_CAUGHT
JHU-007824,anopheles jeyporiensis,Human,NDU,WILD_CAUGHT
JHU-007825,anopheles karwari_sl,Human,NDU,WILD_CAUGHT
JHU-007826,anopheles karwari_sl,Human,NDU,WILD_CAUGHT
JHU-007827,anopheles karwari_sl,Human,NDU,WILD_CAUGHT
JHU-007828,anopheles karwari_sl,Human,NDU,WILD_CAUGHT
JHU-007829,anopheles karwari_sl,Human,NDU,WILD_CAUGHT
JHU-007830,anopheles karwari_sl,Human,NDU,WILD_CAUGHT
JHU-007831,anopheles karwari_sl,Human,NDU,WILD_CAUGHT
JHU-007832,anopheles karwari_sl,Human,NDU,WILD_CAUGHT
JHU-007833,anopheles karwari_sl,Human,NDU,WILD_CAUGHT
JHU-007834,anopheles karwari_sl,Human,NDU,WILD_CAUGHT
JHU-007835,anopheles kochi,Human,NDU,WILD_CAUGHT
JHU-007836,anopheles kochi,Human,NDU,WILD_CAUGHT
JHU-007837,anopheles kochi,Human,NDU,WILD_CAUGHT
JHU-007838,anopheles kochi,Human,NDU,WILD_CAUGHT
JHU-007839,anopheles kochi,Human,NDU,WILD_CAUGHT
JHU-007840,anopheles kochi,Human,NDU,WILD_CAUGHT
JHU-007841,anopheles kochi,Human,NDU,WILD_CAUGHT
JHU-007842,anopheles kochi,Human,NDU,WILD_CAUGHT
JHU-007843,anopheles kochi,Human,NDU,WILD_CAUGHT
JHU-007844,anopheles kochi,Human,NDU,WILD_CAUGHT
JHU-007845,anopheles maculatus_sl,Human,NDU,WILD_CAUGHT
JHU-007846,anopheles maculatus_sl,Human,NDU,WILD_CAUGHT
JHU-007847,anopheles maculatus_sl,Human,NDU,WILD_CAUGHT
JHU-007848,anopheles maculatus_sl,Human,NDU,WILD_CAUGHT
JHU-007849,anopheles maculatus_sl,Human,NDU,WILD_CAUGHT
JHU-007850,anopheles maculatus_sl,Human,NDU,WILD_CAUGHT
JHU-007851,anopheles maculatus_sl,Human,NDU,WILD_CAUGHT
JHU-007852,anopheles maculatus_sl,Human,NDU,WILD_CAUGHT
JHU-007853,anopheles maculatus_sl,Human,NDU,WILD_CAUGHT
JHU-007854,anopheles maculatus_sl,Human,NDU,WILD_CAUGHT
JHU-007855,anopheles minimus_sl,Human,NDU,WILD_CAUGHT
JHU-007856,anopheles minimus_sl,Human,NDU,WILD_CAUGHT
JHU-007857,anopheles minimus_sl,Human,NDU,WILD_CAUGHT
JHU-007858,anopheles nigerrimus_sl,Human,NDU,WILD_CAUGHT
JHU-007859,anopheles nigerrimus_sl,Human,NDU,WILD_CAUGHT
JHU-007860,anopheles nigerrimus_sl,Human,NDU,WILD_CAUGHT
JHU-007861,anopheles nigerrimus_sl,Human,NDU,WILD_CAUGHT
JHU-007862,anopheles nigerrimus_sl,Human,NDU,WILD_CAUGHT
JHU-007863,anopheles nigerrimus_sl,Human,NDU,WILD_CAUGHT
JHU-007864,anopheles nigerrimus_sl,Human,NDU,WILD_CAUGHT
JHU-007865,anopheles nigerrimus_sl,Human,NDU,WILD_CAUGHT
JHU-007866,anopheles nigerrimus_sl,Human,NDU,WILD_CAUGHT
JHU-007867,anopheles nigerrimus_sl,Human,NDU,WILD_CAUGHT
JHU-007868,anopheles nivipes,Human,NDU,WILD_CAUGHT
JHU-007869,anopheles nivipes,Human,NDU,WILD_CAUGHT
JHU-007870,anopheles nivipes,Human,NDU,WILD_CAUGHT
JHU-007871,anopheles nivipes,Human,NDU,WILD_CAUGHT
JHU-007872,anopheles nivipes,Human,NDU,WILD_CAUGHT
JHU-007873,anopheles nivipes,Human,NDU,WILD_CAUGHT
JHU-007874,anopheles nivipes,Human,NDU,WILD_CAUGHT
JHU-007875,anopheles nivipes,Human,NDU,WILD_CAUGHT
JHU-007876,anopheles nivipes,Human,NDU,WILD_CAUGHT
JHU-007877,anopheles nivipes,Human,NDU,WILD_CAUGHT
JHU-007878,anopheles peditaeniatus_sl,Human,NDU,WILD_CAUGHT
JHU-007879,anopheles peditaeniatus_sl,Human,NDU,WILD_CAUGHT
JHU-007880,anopheles peditaeniatus_sl,Human,NDU,WILD_CAUGHT
JHU-007881,anopheles peditaeniatus_sl,Human,NDU,WILD_CAUGHT
JHU-007882,anopheles peditaeniatus_sl,Human,NDU,WILD_CAUGHT
JHU-007883,anopheles peditaeniatus_sl,Human,NDU,WILD_CAUGHT
JHU-007884,anopheles peditaeniatus_sl,Human,NDU,WILD_CAUGHT
JHU-007885,anopheles peditaeniatus_sl,Human,NDU,WILD_CAUGHT
JHU-007886,anopheles peditaeniatus_sl,Human,NDU,WILD_CAUGHT
JHU-007887,anopheles peditaeniatus_sl,Human,NDU,WILD_CAUGHT
JHU-007888,anopheles philippinensis,Human,NDU,WILD_CAUGHT
JHU-007889,anopheles philippinensis,Human,NDU,WILD_CAUGHT
JHU-007890,anopheles philippinensis,Human,NDU,WILD_CAUGHT
JHU-007891,anopheles philippinensis,Human,NDU,WILD_CAUGHT
JHU-007892,anopheles philippinensis,Human,NDU,WILD_CAUGHT
JHU-007893,anopheles philippinensis,Human,NDU,WILD_CAUGHT
JHU-007894,anopheles philippinensis,Human,NDU,WILD_CAUGHT
JHU-007895,anopheles philippinensis,Human,NDU,WILD_CAUGHT
JHU-007896,anopheles philippinensis,Human,NDU,WILD_CAUGHT
JHU-007897,anopheles philippinensis,Human,NDU,WILD_CAUGHT
JHU-007898,anopheles subpictus_sl,Human,NDU,WILD_CAUGHT
JHU-007899,anopheles subpictus_sl,Human,NDU,WILD_CAUGHT
JHU-007900,anopheles subpictus_sl,Human,NDU,WILD_CAUGHT
JHU-007901,anopheles subpictus_sl,Human,NDU,WILD_CAUGHT
JHU-007902,anopheles subpictus_sl,Human,NDU,WILD_CAUGHT
JHU-007903,anopheles subpictus_sl,Human,NDU,WILD_CAUGHT
JHU-007904,anopheles tessellatus_sl,Human,NDU,WILD_CAUGHT
JHU-007905,anopheles tessellatus_sl,Human,NDU,WILD_CAUGHT
JHU-007906,anopheles tessellatus_sl,Human,NDU,WILD_CAUGHT
JHU-007907,anopheles umbrosus_sl,Human,NDU,WILD_CAUGHT
JHU-007908,anopheles umbrosus_sl,Human,NDU,WILD_CAUGHT
JHU-007909,anopheles umbrosus_sl,Human,NDU,WILD_CAUGHT
JHU-007910,anopheles umbrosus_sl,Human,NDU,WILD_CAUGHT
JHU-007911,anopheles umbrosus_sl,Human,NDU,WILD_CAUGHT
JHU-007912,anopheles umbrosus_sl,Human,NDU,WILD_CAUGHT
JHU-007913,anopheles umbrosus_sl,Human,NDU,WILD_CAUGHT
JHU-007914,anopheles umbrosus_sl,Human,NDU,WILD_CAUGHT
JHU-007915,anopheles umbrosus_sl,Human,NDU,WILD_CAUGHT
JHU-007916,anopheles umbrosus_sl,Human,NDU,WILD_CAUGHT
JHU-007917,anopheles vagus_sl,Human,NDU,WILD_CAUGHT
JHU-007918,anopheles vagus_sl,Human,NDU,WILD_CAUGHT
JHU-007919,anopheles vagus_sl,Human,NDU,WILD_CAUGHT
JHU-007920,anopheles vagus_sl,Human,NDU,WILD_CAUGHT
JHU-007921,anopheles vagus_sl,Human,NDU,WILD_CAUGHT
JHU-007922,anopheles vagus_sl,Human,NDU,WILD_CAUGHT
JHU-007923,anopheles vagus_sl,Human,NDU,WILD_CAUGHT
JHU-007924,anopheles vagus_sl,Human,NDU,WILD_CAUGHT
JHU-007925,anopheles vagus_sl,Human,NDU,WILD_CAUGHT
JHU-007926,anopheles varuna_sl,Human,NDU,WILD_CAUGHT
JHU-007927,anopheles varuna_sl,Human,NDU,WILD_CAUGHT
JHU-007928,anopheles varuna_sl,Human,NDU,WILD_CAUGHT
JHU-007929,anopheles varuna_sl,Human,NDU,WILD_CAUGHT
JHU-007930,anopheles varuna_sl,Human,NDU,WILD_CAUGHT
JHU-007931,anopheles varuna_sl,Human,NDU,WILD_CAUGHT
JHU-007932,anopheles varuna_sl,Human,NDU,WILD_CAUGHT
JHU-007933,anopheles varuna_sl,Human,NDU,WILD_CAUGHT
JHU-007934,anopheles varuna_sl,Human,NDU,WILD_CAUGHT
JHU-007935,anopheles varuna_sl,Human,NDU,WILD_CAUGHT
JHU-007936,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007937,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007938,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007939,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007940,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007941,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007942,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007943,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007944,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007945,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007946,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007947,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007948,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007949,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007950,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007951,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007952,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007953,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007954,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007955,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007956,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007957,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007958,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007959,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007960,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007961,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007962,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007963,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007964,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007965,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007966,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007967,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007968,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007969,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007970,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007971,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007972,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007973,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007974,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007975,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007976,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007977,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007978,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007979,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007980,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007981,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007982,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007983,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007984,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007985,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007986,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007987,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007988,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007989,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007990,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007991,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007992,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007993,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007994,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007995,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007996,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007997,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007998,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-007999,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008000,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008001,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008002,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008003,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008004,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008005,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008006,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008007,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008008,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008009,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008010,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008011,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008012,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008013,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008014,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008015,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008016,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008017,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008018,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008019,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008020,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008021,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008022,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008023,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008024,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008025,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008026,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008027,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008028,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008029,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008030,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008031,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008032,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008033,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008034,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008035,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008036,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008037,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008038,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008039,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008040,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008041,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008042,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008043,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008044,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008045,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008046,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008047,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008048,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008049,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008050,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008051,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008052,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008053,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008054,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008055,aedes mediovittatus,Human,FMEL,LAB_COLONY
JHU-008056,aedes mediovittatus,Human,FMEL,LAB_COLONY
